,University Name,Department Name,Faculty Directory Homepage
mdp9,Berklee College of Music,All,https://www.berklee.edu/faculty
sunitha3,University of Iowa,Biology,https://biology.uiowa.edu/people/faculty
tjarosz2,Baylor University,Mathematics,https://www.baylor.edu/math/index.php?id=53580
allu2,University of Texas San Antonio,Electrical and Computer Engineering,https://engineering.utsa.edu/electrical-computer/faculty-staff/
cpstone2,University of Boulder Colorado,"Electrical, Computer & Energy Engineering",https://www.colorado.edu/ecee/faculty-staff
hding14,University of Southern California,Electrical and Computer Engineering,https://minghsiehece.usc.edu/directory/faculty/
akhilsb2,San Jose State University,Math,https://www.sjsu.edu/math/people/faculty/
zhengyu6,Rensselaer Polytechnic Institute,Cognitive Science,https://faculty.rpi.edu/departments/Cognitive-Science
amahi2,Clarion University ,Communication Science & Disorders,https://www.clarion.edu/faculty-staff/
hernang2,University of North Texas,Department of Mathematics,https://math.unt.edu/
jstew7,Northwestern University,Mechanical Engineering,https://www.mccormick.northwestern.edu/mechanical/people/faculty/
sz46,Georgia Tech,Physics,https://physics.gatech.edu/people/faultcy
jl63,University of Southern California,Industrial & Systems Engineering,https://ise.usc.edu/directory/faculty/
ziqili3,Northwestern University,physics,https://physics.northwestern.edu/people/faculty/core-faculty/index.html
cjzhu2,Pennsyvania State University,Aerospace Engineering,https://www.aero.psu.edu/department/faculty-list.aspx
xuzhizs2,UC Berkeley,Economics,https://www.econ.berkeley.edu/faculty/list
yusenw2,Harvard University,Philosophy,https://philosophy.fas.harvard.edu/faculty-1
tianwei4,University of Toronto,Linguistics,https://www.linguistics.utoronto.ca/people/directories/all-faculty
xiangw3,UC Berkeley,Philosophy,https://philosophy.berkeley.edu/people
nblee2,Singapore Management University,School of Information Systems,https://sis.smu.edu.sg/faculty
abs4,Moraine Valley CC,,https://campusdirectory.morainevalley.edu/#/results-employees/MTC/department
peterz2,Carnegie Mellon University,Language Technologies Institute,https://www.lti.cs.cmu.edu/directory/all/154/1
yashas2,University of Wisconsin-Madison,Statistics,https://stat.wisc.edu/people-main-faculty/
cf7,"University of California, Los Angeles",Math,https://www.math.ucla.edu/people/ladder
siyuan3,Penn State University,Statistics,https://science.psu.edu/people?department=17&person_type=47&unit=All
bojiang3,Cornell University,History,https://history.cornell.edu/faculty
jangulo2,Indiana University,Department of Mathematics,https://math.indiana.edu/about/faculty/bainbridge-matt.html
vs27,University of Delaware,Materials Science & Engineering,https://mseg.udel.edu/people/faculty/
dingsen2,Northeastern University,Electrical & Computer Engineering,https://ece.northeastern.edu/fac/faculty-directory/?display=all
bigyanm2,University of New Mexico,Computer Science,https://www.cs.unm.edu/directory/index.html
ssg7,"University of Massachusetts, Dartmouth",Computer and Information Science,https://www.umassd.edu/directory/?department=Computer+%26+Information+Science
bhushan6,Montclair State University,Computer Science,https://www.montclair.edu/computer-science/staff-directory/
cheerla3,University of Pittsburgh,Mathematics,http://www.mathematics.pitt.edu/people/faculty
yunhez2,Stanford University,Music Department,https://music.stanford.edu/people/faculty
edwardp3,"University of California, Los Angeles",Mechanical Engineering,https://samueli.ucla.edu/search-faculty/#mae
cshetty2,Indian Institute of Technology Bombay,Mechanical Engineering,https://www.me.iitb.ac.in/?q=full-time-faculty
